	tissue	gene_id	gene_name	chr	start	end	num_var	TR_chr	TR_start	TR_end	TR_locus	eTR	lead_TR	lead_p_nominal	p_nominal	slope	slope_se	qval
1189	Esophagus_Muscularis	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	2.8224e-06	2.8224e-06	2.1894e-01	4.6151e-02	9.5543e-04
1190	Prostate	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	7.7056e-08	7.7056e-08	3.6290e-01	6.5082e-02	9.5911e-04
1191	Brain_Cerebellar_Hemisphere	ENSG00000224786.1	CETN4P	chr4	122730548	122732193	5	chr4	122663803	122663939	19636	True	True	9.2949e-08	9.2949e-08	3.9456e-01	7.0682e-02	9.6123e-04
1192	Small_Intestine_Terminal_Ileum	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	5.4200e-07	5.4200e-07	3.7207e-01	7.1400e-02	9.6833e-04
1193	Pituitary	ENSG00000207650.1	MIR570	chr3	195699401	195699497	4	chr3	195694561	195694966	18362	True	True	2.1146e-07	2.1146e-07	3.3271e-01	6.2181e-02	9.8347e-04
1194	Skin_Sun_Exposed_Lower_leg	ENSG00000278970.1	HEIH	chr5	180829954	180831364	5	chr5	180829135	180829352	21965	True	True	5.4071e-07	5.4071e-07	2.0354e-01	4.0172e-02	9.8443e-04
1195	Colon_Sigmoid	ENSG00000254812.1	RP11-661A12.12	chr8	143632071	143633756	6	chr8	143628618	143629053	27006	True	True	2.5061e-07	2.5061e-07	2.8830e-01	5.4650e-02	1.0074e-03
1196	Artery_Tibial	ENSG00000267056.2	AC005336.4	chr19	15910582	15911824	11	chr19	15931524	15934079	12035	True	True	2.2623e-07	2.2623e-07	2.1796e-01	4.1577e-02	1.0137e-03
1197	Esophagus_Gastroesophageal_Junction	ENSG00000142082.14	SIRT3	chr11	215458	236431	7	chr11	220680	221140	3632	True	True	2.0342e-07	2.0342e-07	2.8424e-01	5.3512e-02	1.0471e-03
1198	Skin_Sun_Exposed_Lower_leg	ENSG00000255328.1	RP11-326C3.12	chr11	327171	330122	10	chr11	321337	322619	3637	True	True	2.9418e-07	2.9418e-07	-2.0971e-01	4.0426e-02	1.0527e-03
1199	Pituitary	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	1.1933e-07	1.1933e-07	3.4048e-01	6.2270e-02	1.0545e-03
1200	Brain_Caudate_basal_ganglia	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	5.7194e-07	5.7194e-07	3.5511e-01	6.8545e-02	1.0623e-03
1201	Colon_Sigmoid	ENSG00000184967.6	NOC4L	chr12	132144448	132152441	12	chr12	132148889	132150763	6237	True	True	1.3721e-07	1.3721e-07	-2.9566e-01	5.4790e-02	1.0675e-03
1202	Adipose_Visceral_Omentum	ENSG00000119242.8	CCDC92	chr12	123918660	123972831	4	chr12	123945972	123946023	5994	True	True	5.6626e-07	5.6626e-07	-2.2901e-01	4.5141e-02	1.0685e-03
1203	Artery_Tibial	ENSG00000240356.6	RPL23AP7	chr2	113610502	113627090	8	chr2	113650610	113653692	13632	True	True	3.3951e-07	3.3951e-07	-2.1617e-01	4.1861e-02	1.0834e-03
1204	Nerve_Tibial	ENSG00000255328.1	RP11-326C3.12	chr11	327171	330122	10	chr11	321337	322619	3637	True	True	3.0898e-07	3.0898e-07	-2.2258e-01	4.2918e-02	1.0976e-03
1205	Nerve_Tibial	ENSG00000244482.10	LILRA6	chr19	54236592	54242791	8	chr19	54235731	54235981	12537	True	True	3.8801e-07	3.8801e-07	2.1971e-01	4.2740e-02	1.0976e-03
1206	Thyroid	ENSG00000176783.14	RUFY1	chr5	179550558	179610026	4	chr5	179535944	179536156	21933	True	True	8.8993e-07	8.8993e-07	2.0448e-01	4.1145e-02	1.1022e-03
1207	Artery_Tibial	ENSG00000241945.7	PWP2	chr21	44107290	44131181	10	chr21	44163310	44163456	16055	True	True	2.8906e-07	2.8906e-07	2.1252e-01	4.0929e-02	1.1069e-03
1208	Artery_Tibial	ENSG00000259865.1	RP11-488L18.10	chr1	247187281	247188526	8	chr1	247199607	247199773	2024	True	True	3.5487e-07	3.5487e-07	2.1114e-01	4.0977e-02	1.1069e-03
1209	Artery_Aorta	ENSG00000139370.11	SLC15A4	chr12	128793191	128823983	7	chr12	128814181	128814304	6103	True	True	2.4236e-07	2.4236e-07	-2.6113e-01	4.9650e-02	1.1109e-03
1210	Vagina	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	5.3276e-08	5.3276e-08	4.4440e-01	7.7101e-02	1.1283e-03
1211	Brain_Amygdala	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195694561	195694966	18362	True	True	8.5679e-08	8.5679e-08	4.5516e-01	7.9961e-02	1.1387e-03
1212	Esophagus_Mucosa	ENSG00000164746.13	C7orf57	chr7	48035511	48061304	3	chr7	48039719	48039863	24272	True	True	7.1401e-07	7.1401e-07	-2.2218e-01	4.4227e-02	1.1391e-03
1213	Cells_EBV-transformed_lymphocytes	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	1.0804e-07	1.0804e-07	4.2388e-01	7.5740e-02	1.1481e-03
1214	Minor_Salivary_Gland	ENSG00000197888.2	UGT2B17	chr4	68537184	68568527	1	chr4	68596915	68597248	19224	True	True	1.0987e-07	1.0987e-07	4.2637e-01	7.6177e-02	1.1495e-03
1215	Cells_Cultured_fibroblasts	ENSG00000182841.12	RRP7BP	chr22	42555223	42582038	1	chr22	42546989	42547432	16467	True	True	3.0576e-06	3.0576e-06	2.1448e-01	4.5392e-02	1.1546e-03
1216	Nerve_Tibial	ENSG00000185924.6	RTN4RL1	chr17	1934677	2025345	8	chr17	2013539	2013870	9967	True	True	4.1511e-07	4.1511e-07	-2.1917e-01	4.2746e-02	1.1550e-03
1217	Breast_Mammary_Tissue	ENSG00000172250.14	SERHL	chr22	42500590	42509110	1	chr22	42546989	42547432	16467	True	True	1.7498e-06	1.7498e-06	2.4267e-01	4.9963e-02	1.1598e-03
1218	Nerve_Tibial	ENSG00000261575.2	RP11-259G18.1	chr17	46267037	46268694	1	chr17	46265245	46265480	10319	True	True	3.4152e-06	3.4152e-06	2.0223e-01	4.3071e-02	1.1687e-03
1219	Spleen	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	1.3792e-07	1.3792e-07	3.4989e-01	6.4188e-02	1.1757e-03
1220	Esophagus_Gastroesophageal_Junction	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	4.1675e-07	4.1675e-07	2.7510e-01	5.3248e-02	1.1820e-03
1221	Testis	ENSG00000141506.13	PIK3R5	chr17	8878911	8965712	5	chr17	8905209	8905297	10062	True	True	4.6372e-07	4.6372e-07	-2.7945e-01	5.4272e-02	1.1870e-03
1222	Brain_Cortex	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	7.0147e-08	7.0147e-08	3.7614e-01	6.7044e-02	1.1886e-03
1223	Esophagus_Mucosa	ENSG00000182931.9	WFDC10B	chr20	45684653	45705019	4	chr20	45738844	45739247	15244	True	True	5.7617e-07	5.7617e-07	-2.2265e-01	4.3952e-02	1.1933e-03
1224	Thyroid	ENSG00000144134.18	RABL2A	chr2	113627229	113643396	7	chr2	113610060	113611275	13631	True	True	5.6275e-07	5.6275e-07	2.0937e-01	4.1358e-02	1.2023e-03
1225	Muscle_Skeletal	ENSG00000148824.18	MTG1	chr10	133394094	133420665	11	chr10	133431211	133431975	3619	True	True	2.7728e-07	2.7728e-07	1.9795e-01	3.8126e-02	1.2050e-03
1226	Skin_Sun_Exposed_Lower_leg	ENSG00000153294.11	ADGRF4	chr6	47685864	47722021	3	chr6	47589379	47589579	22453	True	True	1.1429e-06	1.1429e-06	1.9725e-01	4.0123e-02	1.2062e-03
1227	Minor_Salivary_Gland	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195712742	195714439	18364	True	True	4.4064e-08	4.4064e-08	4.3962e-01	7.5910e-02	1.2294e-03
1228	Brain_Putamen_basal_ganglia	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	7.8620e-08	7.8620e-08	4.0439e-01	7.1857e-02	1.2401e-03
1229	Pancreas	ENSG00000164588.6	HCN1	chr5	45254950	45696498	11	chr5	45527511	45527637	20942	True	True	1.7640e-07	1.7640e-07	-2.9410e-01	5.4999e-02	1.2466e-03
1230	Testis	ENSG00000260518.1	BMS1P8	chr16	33687025	33698504	1	chr16	33774038	33775103	9270	True	True	2.4961e-06	2.4961e-06	-2.6129e-01	5.4473e-02	1.2555e-03
1231	Pituitary	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	1.9981e-07	1.9981e-07	-3.3404e-01	6.2286e-02	1.2612e-03
1232	Adipose_Subcutaneous	ENSG00000225398.3	PGM5P4	chr2	113541937	113563298	4	chr2	113610060	113611275	13631	True	True	8.3090e-07	8.3090e-07	-2.0485e-01	4.1105e-02	1.2695e-03
1233	Lung	ENSG00000239959.1	ENPP7P2	chr3	75446769	75491202	1	chr3	75571208	75571568	17323	True	True	3.3112e-06	3.3112e-06	2.0445e-01	4.3473e-02	1.2885e-03
1234	Cells_Cultured_fibroblasts	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	3.8788e-07	3.8788e-07	2.3674e-01	4.5954e-02	1.2913e-03
1235	Artery_Tibial	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195712742	195714439	18364	True	True	6.9228e-07	6.9228e-07	2.0792e-01	4.1408e-02	1.2995e-03
1236	Skin_Sun_Exposed_Lower_leg	ENSG00000213066.11	FGFR1OP	chr6	166999182	167052713	3	chr6	166997607	166997910	23486	True	True	1.2764e-06	1.2764e-06	1.9605e-01	4.0066e-02	1.3246e-03
1237	Ovary	ENSG00000100211.10	CBY1	chr22	38656640	38673854	3	chr22	38644314	38644569	16425	True	True	2.1293e-08	2.1293e-08	-4.3248e-01	7.3133e-02	1.3269e-03
1238	Heart_Left_Ventricle	ENSG00000182362.13	YBEY	chr21	46286337	46297751	9	chr21	46381955	46384987	16180	True	True	2.0278e-07	2.0278e-07	-2.6242e-01	4.9566e-02	1.3381e-03
1239	Heart_Left_Ventricle	ENSG00000240356.6	RPL23AP7	chr2	113610502	113627090	8	chr2	113650610	113653692	13632	True	True	2.2550e-07	2.2550e-07	-2.6803e-01	5.0776e-02	1.3381e-03
1240	Spleen	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	3.7055e-07	3.7055e-07	3.3255e-01	6.3439e-02	1.3429e-03
1241	Prostate	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	9.2490e-07	9.2490e-07	3.2514e-01	6.4344e-02	1.3431e-03
1242	Brain_Spinal_cord_cervical_c-1	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195717039	195717263	18365	True	True	4.9734e-08	4.9734e-08	4.6755e-01	8.0360e-02	1.3518e-03
1243	Artery_Tibial	ENSG00000206140.10	TMEM191C	chr22	21466423	21469935	1	chr22	21551852	21552015	16245	True	True	3.7530e-06	3.7530e-06	1.9035e-01	4.0764e-02	1.3818e-03
1244	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000018610.13	CXorf56	chrX	119538149	119565408	1	chrX	119456961	119457223	28830	True	True	3.4928e-06	3.4928e-06	2.0417e-01	4.3519e-02	1.3973e-03
1245	Adrenal_Gland	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	703336	703890	20380	True	True	6.0437e-08	6.0437e-08	3.5153e-01	6.2691e-02	1.4084e-03
1246	Thyroid	ENSG00000242612.6	DECR2	chr16	401826	412487	13	chr16	458382	458615	8835	True	True	3.6099e-07	3.6099e-07	-2.1846e-01	4.2388e-02	1.4122e-03
1247	Brain_Hippocampus	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	6.2963e-08	6.2963e-08	-4.0713e-01	7.1761e-02	1.4132e-03
1248	Adrenal_Gland	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	6.1403e-07	6.1403e-07	-3.2245e-01	6.2827e-02	1.4176e-03
1249	Nerve_Tibial	ENSG00000115353.10	TACR1	chr2	75046463	75199700	2	chr2	75154405	75154568	13344	True	True	2.1080e-06	2.1080e-06	-2.0663e-01	4.3072e-02	1.4198e-03
1250	Colon_Sigmoid	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	5.6654e-07	5.6654e-07	2.7912e-01	5.4627e-02	1.4233e-03
1251	Breast_Mammary_Tissue	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	1.1125e-06	1.1125e-06	-2.4308e-01	4.9118e-02	1.4301e-03
1252	Testis	ENSG00000248152.1	RP11-650J17.1	chr4	112979590	113071962	2	chr4	113064717	113065251	19563	True	True	1.4661e-06	1.4661e-06	-2.6662e-01	5.4304e-02	1.4494e-03
1253	Lung	ENSG00000241945.7	PWP2	chr21	44107290	44131181	10	chr21	44163310	44163456	16055	True	True	3.8607e-07	3.8607e-07	2.2291e-01	4.3337e-02	1.4755e-03
1254	Skin_Sun_Exposed_Lower_leg	ENSG00000018610.13	CXorf56	chrX	119538149	119565408	1	chrX	119456961	119457223	28830	True	True	4.3554e-06	4.3554e-06	1.8674e-01	4.0275e-02	1.4819e-03
1255	Artery_Coronary	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195717039	195717263	18365	True	True	1.6370e-07	1.6370e-07	3.5343e-01	6.5177e-02	1.4985e-03
1256	Colon_Transverse	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	7.2176e-07	7.2176e-07	-2.6798e-01	5.3035e-02	1.5021e-03
1257	Esophagus_Muscularis	ENSG00000100211.10	CBY1	chr22	38656640	38673854	3	chr22	38644314	38644569	16425	True	True	1.5124e-06	1.5124e-06	-2.3189e-01	4.7522e-02	1.5099e-03
1258	Skin_Sun_Exposed_Lower_leg	ENSG00000165810.16	BTNL9	chr5	181040225	181061523	12	chr5	180986484	180986608	21968	True	True	3.7895e-07	3.7895e-07	-2.0591e-01	4.0084e-02	1.5223e-03
1259	Adipose_Visceral_Omentum	ENSG00000279267.1	RP11-395L14.18	chr2	113605867	113607908	6	chr2	113610060	113611275	13631	True	True	5.6042e-07	5.6042e-07	-2.2958e-01	4.5233e-02	1.5502e-03
1260	Skin_Sun_Exposed_Lower_leg	ENSG00000167311.13	ART5	chr11	3638503	3642316	5	chr11	3653751	3654824	3768	True	True	9.6210e-07	9.6210e-07	-1.9975e-01	4.0340e-02	1.5848e-03
1261	Thyroid	ENSG00000132740.8	IGHMBP2	chr11	68903842	68940599	6	chr11	68929805	68929955	4214	True	True	8.9018e-07	8.9018e-07	2.0519e-01	4.1285e-02	1.5849e-03
1262	Lung	ENSG00000211973.2	IGHV1-69	chr14	106714684	106715181	4	chr14	106705656	106706543	8160	True	True	1.0622e-06	1.0622e-06	2.1922e-01	4.4349e-02	1.5953e-03
1263	Skin_Sun_Exposed_Lower_leg	ENSG00000165269.12	AQP7	chr9	33383179	33402682	1	chr9	33423377	33423908	27326	True	True	4.9921e-06	4.9921e-06	-1.8545e-01	4.0251e-02	1.6189e-03
1264	Adipose_Subcutaneous	ENSG00000171903.16	CYP4F11	chr19	15912367	15934867	12	chr19	15931524	15934079	12035	True	True	3.6035e-07	3.6035e-07	2.1513e-01	4.1756e-02	1.6212e-03
1265	Testis	ENSG00000226644.5	RP11-128M1.1	chr20	2207217	2213151	1	chr20	2236336	2236457	14902	True	True	3.3635e-06	3.3635e-06	2.6208e-01	5.5349e-02	1.6344e-03
1266	Thyroid	ENSG00000178209.14	PLEC	chr8	143915147	143976734	8	chr8	143931258	143931483	27016	True	True	7.0051e-07	7.0051e-07	2.0567e-01	4.0990e-02	1.6402e-03
1267	Skin_Sun_Exposed_Lower_leg	ENSG00000115364.13	MRPL19	chr2	75646783	75690851	5	chr2	75712061	75712382	13351	True	True	1.0416e-06	1.0416e-06	1.9814e-01	4.0150e-02	1.6424e-03
1268	Skin_Sun_Exposed_Lower_leg	ENSG00000115339.13	GALNT3	chr2	165747591	165794682	2	chr2	165744821	165744946	14063	True	True	2.6113e-06	2.6113e-06	-1.9207e-01	4.0471e-02	1.6424e-03
1269	Whole_Blood	ENSG00000130024.14	PHF10	chr6	169705133	169724055	10	chr6	169765857	169766056	23628	True	True	6.4022e-07	6.4022e-07	-1.9163e-01	3.8117e-02	1.6466e-03
1270	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000138750.14	NUP54	chr4	76114659	76148515	2	chr4	76027456	76027965	19295	True	True	2.1362e-06	2.1362e-06	-2.0851e-01	4.3478e-02	1.6769e-03
1271	Esophagus_Mucosa	ENSG00000131591.17	C1orf159	chr1	1081818	1116361	19	chr1	1098986	1099902	29	True	True	1.7671e-07	1.7671e-07	-2.3279e-01	4.3934e-02	1.6939e-03
1272	Esophagus_Muscularis	ENSG00000119285.10	HEATR1	chr1	236553581	236604504	5	chr1	236654804	236654954	1841	True	True	1.0387e-06	1.0387e-06	-2.2564e-01	4.5572e-02	1.6995e-03
1273	Whole_Blood	ENSG00000178209.14	PLEC	chr8	143915147	143976734	8	chr8	143931258	143931483	27016	True	True	8.3930e-07	8.3930e-07	1.8950e-01	3.8104e-02	1.7008e-03
1274	Brain_Frontal_Cortex_BA9	ENSG00000251226.1	RP11-469N6.1	chr11	134735596	134763810	14	chr11	134735190	134735982	4879	True	True	5.9414e-08	5.9414e-08	4.0221e-01	7.0847e-02	1.7012e-03
1275	Brain_Frontal_Cortex_BA9	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	1.9732e-07	1.9732e-07	3.8622e-01	7.1165e-02	1.7012e-03
1276	Heart_Atrial_Appendage	ENSG00000240356.6	RPL23AP7	chr2	113610502	113627090	8	chr2	113650610	113653692	13632	True	True	3.6900e-07	3.6900e-07	-2.6270e-01	5.0713e-02	1.7061e-03
1277	Artery_Tibial	ENSG00000272779.1	LL22NC03-80A10.6	chr22	22303224	22310401	2	chr22	22297963	22298171	16253	True	True	2.3757e-06	2.3757e-06	-1.9631e-01	4.1179e-02	1.7164e-03
1278	Artery_Aorta	ENSG00000220804.8	LINC01881	chr2	242088633	242160153	7	chr2	242032948	242033248	14873	True	True	3.9152e-07	3.9152e-07	2.5541e-01	4.9467e-02	1.7367e-03
1279	Cells_Cultured_fibroblasts	ENSG00000077380.15	DYNC1I2	chr2	171687409	171748420	1	chr2	171808198	171808435	14119	True	True	4.7980e-06	4.7980e-06	2.0723e-01	4.4793e-02	1.7393e-03
1280	Brain_Frontal_Cortex_BA9	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195717039	195717263	18365	True	True	2.3412e-07	2.3412e-07	3.8194e-01	7.0882e-02	1.7412e-03
1281	Cells_Cultured_fibroblasts	ENSG00000132740.8	IGHMBP2	chr11	68903842	68940599	6	chr11	68929805	68929955	4214	True	True	8.2346e-07	8.2346e-07	2.2413e-01	4.4858e-02	1.7559e-03
1282	Ovary	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	1.6915e-07	1.6915e-07	3.9814e-01	7.2748e-02	1.7568e-03
1283	Adipose_Subcutaneous	ENSG00000207650.1	MIR570	chr3	195699401	195699497	4	chr3	195712742	195714439	18364	True	True	1.2072e-06	1.2072e-06	2.0380e-01	4.1519e-02	1.7684e-03
1284	Adipose_Subcutaneous	ENSG00000144134.18	RABL2A	chr2	113627229	113643396	7	chr2	113610060	113611275	13631	True	True	6.9881e-07	6.9881e-07	2.0622e-01	4.1093e-02	1.7684e-03
1285	Heart_Left_Ventricle	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195717039	195717263	18365	True	True	5.0315e-07	5.0315e-07	2.5502e-01	4.9866e-02	1.7707e-03
1286	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000160886.13	LY6K	chr8	142700111	142702251	13	chr8	142759826	142761345	26973	True	True	3.5448e-07	3.5448e-07	-2.2296e-01	4.3209e-02	1.7753e-03
1287	Prostate	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	1.4631e-07	1.4631e-07	3.5554e-01	6.5280e-02	1.7926e-03
1288	Skin_Sun_Exposed_Lower_leg	ENSG00000167914.11	GSDMA	chr17	39953263	39977766	2	chr17	39956231	39956296	10271	True	True	2.9426e-06	2.9426e-06	-1.9093e-01	4.0446e-02	1.7963e-03
1289	Skin_Sun_Exposed_Lower_leg	ENSG00000230912.1	RP3-508I15.10	chr22	38666508	38668750	3	chr22	38644314	38644569	16425	True	True	1.9433e-06	1.9433e-06	-2.0024e-01	4.1625e-02	1.7963e-03
1290	Artery_Tibial	ENSG00000184967.6	NOC4L	chr12	132144448	132152441	12	chr12	132148889	132150763	6237	True	True	4.2511e-07	4.2511e-07	-2.1498e-01	4.1988e-02	1.8087e-03
1291	Testis	ENSG00000184949.15	FAM227A	chr22	38578120	38656629	3	chr22	38644314	38644569	16425	True	True	1.2621e-06	1.2621e-06	-2.7865e-01	5.6299e-02	1.8091e-03
1292	Thyroid	ENSG00000274422.1	LL22NC03-2H8.5	chr22	22283928	22287220	2	chr22	22297963	22298171	16253	True	True	3.1340e-06	3.1340e-06	-1.9605e-01	4.1624e-02	1.8097e-03
1293	Heart_Atrial_Appendage	ENSG00000142082.14	SIRT3	chr11	215458	236431	7	chr11	220680	221140	3632	True	True	4.7276e-07	4.7276e-07	2.6069e-01	5.0812e-02	1.8101e-03
1294	Heart_Atrial_Appendage	ENSG00000279267.1	RP11-395L14.18	chr2	113605867	113607908	6	chr2	113650610	113653692	13632	True	True	5.5362e-07	5.5362e-07	-2.5883e-01	5.0768e-02	1.8101e-03
1295	Whole_Blood	ENSG00000144815.15	NXPE3	chr3	101779202	101827392	4	chr3	101680712	101680782	17572	True	True	1.8223e-06	1.8223e-06	-1.8576e-01	3.8570e-02	1.8188e-03
1296	Adipose_Visceral_Omentum	ENSG00000241945.7	PWP2	chr21	44107290	44131181	10	chr21	44163310	44163456	16055	True	True	4.0401e-07	4.0401e-07	2.3312e-01	4.5341e-02	1.8212e-03
1297	Esophagus_Muscularis	ENSG00000160072.19	ATAD3B	chr1	1471769	1496202	6	chr1	1461588	1461786	50	True	True	9.4368e-07	9.4368e-07	2.2625e-01	4.5515e-02	1.8224e-03
1298	Thyroid	ENSG00000160221.16	C21orf33	chr21	44133605	44145723	11	chr21	44163310	44163456	16055	True	True	6.1001e-07	6.1001e-07	2.0837e-01	4.1293e-02	1.9115e-03
1299	Artery_Tibial	ENSG00000018610.13	CXorf56	chrX	119538149	119565408	1	chrX	119456961	119457223	28830	True	True	5.5252e-06	5.5252e-06	1.8869e-01	4.1133e-02	1.9234e-03
1300	Thyroid	ENSG00000100068.11	LRP5L	chr22	25351421	25405377	3	chr22	25348997	25349159	16272	True	True	2.3080e-06	2.3080e-06	1.9845e-01	4.1566e-02	1.9465e-03
1301	Adipose_Visceral_Omentum	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	1.1266e-06	1.1266e-06	2.2540e-01	4.5674e-02	1.9872e-03
1302	Adipose_Subcutaneous	ENSG00000148824.18	MTG1	chr10	133394094	133420665	11	chr10	133431211	133431975	3619	True	True	5.0905e-07	5.0905e-07	2.1278e-01	4.1854e-02	1.9888e-03
1303	Thyroid	ENSG00000239959.1	ENPP7P2	chr3	75446769	75491202	1	chr3	75571208	75571568	17323	True	True	7.2489e-06	7.2489e-06	1.8715e-01	4.1327e-02	2.0113e-03
1304	Brain_Cortex	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	8.8944e-07	8.8944e-07	-3.3688e-01	6.6412e-02	2.0334e-03
1305	Artery_Aorta	ENSG00000183098.10	GPC6	chr13	93227318	94407401	16	chr13	93796909	93797097	6934	True	True	2.0973e-07	2.0973e-07	2.6380e-01	4.9877e-02	2.0600e-03
1306	Heart_Atrial_Appendage	ENSG00000172250.14	SERHL	chr22	42500590	42509110	1	chr22	42546989	42547432	16467	True	True	3.9239e-06	3.9239e-06	2.4116e-01	5.1436e-02	2.0788e-03
1307	Lung	ENSG00000130024.14	PHF10	chr6	169705133	169724055	10	chr6	169765857	169766056	23628	True	True	5.6344e-07	5.6344e-07	-2.1939e-01	4.3287e-02	2.0791e-03
1308	Nerve_Tibial	ENSG00000231205.11	ZNF826P	chr19	20340269	20424969	2	chr19	20520390	20520523	12088	True	True	3.1501e-06	3.1501e-06	-2.0123e-01	4.2710e-02	2.0885e-03
1309	Thyroid	ENSG00000018610.13	CXorf56	chrX	119538149	119565408	1	chrX	119456961	119457223	28830	True	True	7.7020e-06	7.7020e-06	1.8727e-01	4.1473e-02	2.1097e-03
1310	Heart_Left_Ventricle	ENSG00000272977.1	CTA-390C10.10	chr22	25476218	25479971	3	chr22	25456733	25456933	16274	True	True	1.0411e-06	1.0411e-06	2.4969e-01	5.0273e-02	2.1138e-03
1311	Heart_Left_Ventricle	ENSG00000106018.13	VIPR2	chr7	159030196	159144957	30	chr7	159163913	159164163	25504	True	True	1.1009e-07	1.1009e-07	-2.6996e-01	4.9856e-02	2.1525e-03
1312	Adipose_Visceral_Omentum	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	5.0307e-06	5.0307e-06	2.1140e-01	4.5771e-02	2.1563e-03
1313	Adipose_Visceral_Omentum	ENSG00000273100.1	RP11-302L19.3	chr6	170178681	170179660	23	chr6	170168135	170172507	23663	True	True	2.2184e-07	2.2184e-07	2.3791e-01	4.5237e-02	2.1563e-03
1314	Lung	ENSG00000258732.1	RP11-603B24.1	chr15	22278971	22282872	1	chr15	22191774	22192105	8178	True	True	6.0106e-06	6.0106e-06	2.0104e-01	4.3940e-02	2.1803e-03
1315	Thyroid	ENSG00000100991.11	TRPC4AP	chr20	35002438	35092871	5	chr20	35086428	35086578	15163	True	True	1.6162e-06	1.6162e-06	-2.0018e-01	4.1292e-02	2.1855e-03
1316	Brain_Spinal_cord_cervical_c-1	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	1.3523e-07	1.3523e-07	4.5381e-01	8.1009e-02	2.2053e-03
1317	Brain_Spinal_cord_cervical_c-1	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	5.1158e-07	5.1158e-07	4.3617e-01	8.2146e-02	2.2053e-03
1318	Skin_Sun_Exposed_Lower_leg	ENSG00000131591.17	C1orf159	chr1	1081818	1116361	19	chr1	1098986	1099902	29	True	True	3.8684e-07	3.8684e-07	-2.0609e-01	4.0150e-02	2.2109e-03
1319	Nerve_Tibial	ENSG00000167914.11	GSDMA	chr17	39953263	39977766	2	chr17	39956231	39956296	10271	True	True	3.3971e-06	3.3971e-06	-2.0152e-01	4.2912e-02	2.2176e-03
